v	t	wave	gold	pan	stolen	hp	maxHp	hx	hz	alive	wr	th	stand	wrecked	kinds	offer	sec
188	462.7	15	200	785	0	175	175	0	12	21	2	0	39	4	{"sentry_beacon":6,"palisade":23,"sluice":3,"turret":4,"lantern_post":7}	0	0
189	463.6	15	199	785	0	175	175	0	12	21	2	0	39	4	{"sentry_beacon":6,"palisade":23,"sluice":3,"turret":4,"lantern_post":7}	0	0
190	464.4	15	198	785	0	175	175	0	12	21	2	0	39	4	{"sentry_beacon":6,"palisade":23,"sluice":3,"turret":4,"lantern_post":7}	0	0
191	464.5	15	198	785	0	175	175	0	12	21	2	0	39	4	{"sentry_beacon":6,"palisade":23,"sluice":3,"turret":4,"lantern_post":7}	0	0
192	465.1	15	198	785	0	175	175	0	12	17	2	0	39	4	{"sentry_beacon":6,"palisade":23,"sluice":3,"turret":4,"lantern_post":7}	3	0
193	465.4	15	198	785	0	175	175	0	12	18	2	0	39	4	{"sentry_beacon":6,"palisade":23,"sluice":3,"turret":4,"lantern_post":7}	0	0
194	466.3	15	198	785	0	175	175	0	12	16	2	0	39	4	{"sentry_beacon":6,"palisade":23,"sluice":3,"turret":4,"lantern_post":7}	0	0
195	467.2	15	198	785	0	175	175	0	12	14	2	0	39	4	{"sentry_beacon":6,"palisade":23,"sluice":3,"turret":4,"lantern_post":7}	0	0
196	468.1	15	198	785	0	175	175	0	12	14	2	0	39	4	{"sentry_beacon":6,"palisade":23,"sluice":3,"turret":4,"lantern_post":7}	0	0
197	468.3	15	198	785	0	175	175	0	12	14	2	0	39	4	{"sentry_beacon":6,"palisade":23,"sluice":3,"turret":4,"lantern_post":7}	0	0
198	469	15	198	785	0	175	175	0	12	13	2	0	39	4	{"sentry_beacon":6,"palisade":23,"sluice":3,"turret":4,"lantern_post":7}	0	0
199	469.9	15	198	785	0	175	175	0	12	14	2	0	38	5	{"sentry_beacon":6,"palisade":23,"sluice":3,"turret":4,"lantern_post":7}	0	0
200	471.3	15	197	785	0	175	175	0	12	12	1	0	39	5	{"sentry_beacon":6,"palisade":24,"sluice":3,"turret":4,"lantern_post":7}	0	0
201	472.4	15	197	785	0	175	175	0	12	12	0	0	39	5	{"sentry_beacon":6,"palisade":24,"sluice":3,"turret":4,"lantern_post":7}	0	0
202	475.7	15	198	790	0	175	175	0	12	11	0	0	40	5	{"sentry_beacon":6,"palisade":25,"sluice":3,"turret":4,"lantern_post":7}	0	0
203	478.5	15	198	790	0	175	175	0	12	10	0	0	40	5	{"sentry_beacon":6,"palisade":25,"sluice":3,"turret":4,"lantern_post":7}	0	0
204	480	16	194	790	0	175	175	0	12	30	0	0	41	5	{"sentry_beacon":6,"palisade":26,"sluice":3,"turret":4,"lantern_post":7}	0	0
205	481.3	16	194	790	0	175	175	0	12	28	0	0	41	5	{"sentry_beacon":6,"palisade":26,"sluice":3,"turret":4,"lantern_post":7}	0	0
206	488	16	197	800	0	175	175	0	12	12	0	0	42	5	{"sentry_beacon":6,"palisade":27,"sluice":3,"turret":4,"lantern_post":7}	0	0
207	488.8	16	200	800	0	167	175	0	12	24	4	0	42	5	{"sentry_beacon":6,"palisade":27,"sluice":3,"turret":4,"lantern_post":7}	3	0
208	490.8	16	200	800	0	167	175	0	12	21	4	0	42	5	{"sentry_beacon":6,"palisade":27,"sluice":3,"turret":4,"lantern_post":7}	0	0
209	490.9	16	200	800	0	167	175	0	12	21	4	0	42	5	{"sentry_beacon":6,"palisade":27,"sluice":3,"turret":4,"lantern_post":7}	0	0
210	491.7	16	200	800	0	167	175	0	12	22	4	0	42	5	{"sentry_beacon":6,"palisade":27,"sluice":3,"turret":4,"lantern_post":7}	0	0
211	491.8	16	200	800	0	167	175	0	12	21	3	0	42	5	{"sentry_beacon":6,"palisade":27,"sluice":3,"turret":4,"lantern_post":7}	0	0
212	492.6	16	197	800	0	167	175	0	12	21	2	0	43	4	{"sentry_beacon":6,"palisade":27,"sluice":3,"turret":4,"lantern_post":7}	0	0
213	492.7	16	197	800	0	167	175	0	12	21	2	0	43	4	{"sentry_beacon":6,"palisade":27,"sluice":3,"turret":4,"lantern_post":7}	0	0
214	493.6	16	199	800	0	167	175	0	12	17	1	0	43	4	{"sentry_beacon":6,"palisade":27,"sluice":3,"turret":4,"lantern_post":7}	0	0
215	494.5	16	199	800	0	167	175	0	12	16	1	0	43	4	{"sentry_beacon":6,"palisade":27,"sluice":3,"turret":4,"lantern_post":7}	0	0
216	495.4	16	189	800	0	167	175	0	12	13	1	0	44	3	{"sentry_beacon":6,"palisade":27,"sluice":3,"turret":4,"lantern_post":7}	0	0
217	496.3	16	189	800	0	167	175	0	12	11	1	0	44	3	{"sentry_beacon":6,"palisade":27,"sluice":3,"turret":4,"lantern_post":7}	0	0
218	497.2	16	192	800	0	167	175	0	12	12	1	0	44	3	{"sentry_beacon":6,"palisade":27,"sluice":3,"turret":4,"lantern_post":7}	0	0
219	497.5	16	192	800	0	167	175	0	12	12	1	0	44	3	{"sentry_beacon":6,"palisade":27,"sluice":3,"turret":4,"lantern_post":7}	0	0
220	510	17	200	800	0	167	175	0	12	31	0	0	45	3	{"sentry_beacon":6,"palisade":28,"sluice":3,"turret":4,"lantern_post":7}	0	0
221	515.7	17	198	800	0	167	175	0	12	22	0	0	45	3	{"sentry_beacon":6,"palisade":28,"sluice":3,"turret":4,"lantern_post":7}	0	0
222	516.4	17	198	800	0	167	175	0	12	20	0	0	45	3	{"sentry_beacon":6,"palisade":28,"sluice":3,"turret":4,"lantern_post":7}	3	0
223	519.6	17	198	800	0	167	175	0	12	30	4	0	45	3	{"sentry_beacon":6,"palisade":28,"sluice":3,"turret":4,"lantern_post":7}	0	0
224	519.6	17	198	800	0	167	175	0	12	30	4	0	45	3	{"sentry_beacon":6,"palisade":28,"sluice":3,"turret":4,"lantern_post":7}	0	0
225	520.5	17	198	800	0	167	175	0	12	30	4	0	45	3	{"sentry_beacon":6,"palisade":28,"sluice":3,"turret":4,"lantern_post":7}	0	0
226	520.5	17	198	800	0	167	175	0	12	30	4	0	45	3	{"sentry_beacon":6,"palisade":28,"sluice":3,"turret":4,"lantern_post":7}	0	0
227	520.8	17	198	800	0	167	175	0	12	28	4	0	45	3	{"sentry_beacon":6,"palisade":28,"sluice":3,"turret":4,"lantern_post":7}	0	0
228	520.9	17	198	800	0	167	175	0	12	28	4	0	45	3	{"sentry_beacon":6,"palisade":28,"sluice":3,"turret":4,"lantern_post":7}	0	0
229	521.4	17	197	800	0	167	175	0	12	29	4	0	45	3	{"sentry_beacon":6,"palisade":28,"sluice":3,"turret":4,"lantern_post":7}	0	0
230	521.4	17	197	800	0	167	175	0	12	29	4	0	45	3	{"sentry_beacon":6,"palisade":28,"sluice":3,"turret":4,"lantern_post":7}	0	0
231	521.7	17	196	800	0	167	175	0	12	29	4	0	45	3	{"sentry_beacon":6,"palisade":28,"sluice":3,"turret":4,"lantern_post":7}	0	0
232	521.8	17	199	800	0	167	175	0	12	28	4	0	45	3	{"sentry_beacon":6,"palisade":28,"sluice":3,"turret":4,"lantern_post":7}	0	0
233	522.3	17	199	800	0	167	175	0	12	29	4	0	45	3	{"sentry_beacon":6,"palisade":28,"sluice":3,"turret":4,"lantern_post":7}	0	0
234	522.3	17	198	800	0	167	175	0	12	29	4	0	45	3	{"sentry_beacon":6,"palisade":28,"sluice":3,"turret":4,"lantern_post":7}	0	0
235	522.6	17	197	800	0	167	175	0	12	27	4	0	45	3	{"sentry_beacon":6,"palisade":28,"sluice":3,"turret":4,"lantern_post":7}	0	0
236	522.7	17	196	800	0	167	175	0	12	27	4	0	45	3	{"sentry_beacon":6,"palisade":28,"sluice":3,"turret":4,"lantern_post":7}	0	0
237	523.2	17	196	800	0	167	175	0	12	27	4	0	45	3	{"sentry_beacon":6,"palisade":28,"sluice":3,"turret":4,"lantern_post":7}	0	0
238	523.2	17	196	800	0	167	175	0	12	27	4	0	45	3	{"sentry_beacon":6,"palisade":28,"sluice":3,"turret":4,"lantern_post":7}	0	0
239	523.5	17	195	800	0	167	175	0	12	27	4	0	45	3	{"sentry_beacon":6,"palisade":28,"sluice":3,"turret":4,"lantern_post":7}	0	0
240	523.6	17	195	800	0	167	175	0	12	27	4	0	45	3	{"sentry_beacon":6,"palisade":28,"sluice":3,"turret":4,"lantern_post":7}	0	0
241	524.1	17	198	800	0	167	175	0	12	26	4	0	45	3	{"sentry_beacon":6,"palisade":28,"sluice":3,"turret":4,"lantern_post":7}	0	0
242	524.1	17	197	800	0	167	175	0	12	26	4	0	45	3	{"sentry_beacon":6,"palisade":28,"sluice":3,"turret":4,"lantern_post":7}	0	0
243	524.4	17	196	800	0	167	175	0	12	25	3	0	45	3	{"sentry_beacon":6,"palisade":28,"sluice":3,"turret":4,"lantern_post":7}	0	0
244	525	17	199	800	0	167	175	0	12	24	3	0	45	3	{"sentry_beacon":6,"palisade":28,"sluice":3,"turret":4,"lantern_post":7}	0	0
245	525	17	199	800	0	167	175	0	12	24	3	0	45	3	{"sentry_beacon":6,"palisade":28,"sluice":3,"turret":4,"lantern_post":7}	0	0
246	525.3	17	198	800	0	167	175	0	12	24	3	0	45	3	{"sentry_beacon":6,"palisade":28,"sluice":3,"turret":4,"lantern_post":7}	0	0
247	525.9	17	197	800	0	167	175	0	12	22	3	0	45	3	{"sentry_beacon":6,"palisade":28,"sluice":3,"turret":4,"lantern_post":7}	0	0
248	525.9	17	197	800	0	167	175	0	12	21	3	0	45	3	{"sentry_beacon":6,"palisade":28,"sluice":3,"turret":4,"lantern_post":7}	0	0
249	526.2	17	196	800	0	167	175	0	12	21	3	0	45	3	{"sentry_beacon":6,"palisade":28,"sluice":3,"turret":4,"lantern_post":7}	0	0
250	526.8	17	196	800	0	167	175	0	12	20	3	0	45	3	{"sentry_beacon":6,"palisade":28,"sluice":3,"turret":4,"lantern_post":7}	0	0
251	526.8	17	196	800	0	167	175	0	12	21	3	0	45	3	{"sentry_beacon":6,"palisade":28,"sluice":3,"turret":4,"lantern_post":7}	0	0
252	527.1	17	195	800	0	167	175	0	12	21	3	0	45	3	{"sentry_beacon":6,"palisade":28,"sluice":3,"turret":4,"lantern_post":7}	0	0
253	527.7	17	195	800	0	167	175	0	12	19	3	0	45	3	{"sentry_beacon":6,"palisade":28,"sluice":3,"turret":4,"lantern_post":7}	0	0
254	527.7	17	194	800	0	167	175	0	12	19	3	0	45	3	{"sentry_beacon":6,"palisade":28,"sluice":3,"turret":4,"lantern_post":7}	0	0
255	528	17	193	800	0	167	175	0	12	19	3	0	45	3	{"sentry_beacon":6,"palisade":28,"sluice":3,"turret":4,"lantern_post":7}	0	0
256	528.6	17	196	800	0	167	175	0	12	20	3	0	45	3	{"sentry_beacon":6,"palisade":28,"sluice":3,"turret":4,"lantern_post":7}	0	0
257	528.6	17	196	800	0	167	175	0	12	20	3	0	45	3	{"sentry_beacon":6,"palisade":28,"sluice":3,"turret":4,"lantern_post":7}	0	0
258	528.9	17	195	800	0	167	175	0	12	19	2	0	45	3	{"sentry_beacon":6,"palisade":28,"sluice":3,"turret":4,"lantern_post":7}	0	0
259	529.5	17	195	800	0	167	175	0	12	20	2	0	45	3	{"sentry_beacon":6,"palisade":28,"sluice":3,"turret":4,"lantern_post":7}	0	0
260	530.4	17	200	800	0	167	175	0	12	18	1	0	45	3	{"sentry_beacon":6,"palisade":28,"sluice":3,"turret":4,"lantern_post":7}	0	0
261	531.3	17	199	800	0	167	175	0	12	18	1	0	45	3	{"sentry_beacon":6,"palisade":28,"sluice":3,"turret":4,"lantern_post":7}	0	0
262	532.2	17	198	800	0	167	175	0	12	17	1	0	45	3	{"sentry_beacon":6,"palisade":28,"sluice":3,"turret":4,"lantern_post":7}	0	0
263	533.1	17	200	800	0	167	175	0	12	14	1	0	45	3	{"sentry_beacon":6,"palisade":28,"sluice":3,"turret":4,"lantern_post":7}	0	0
264	534	17	199	800	0	167	175	0	12	14	1	0	45	3	{"sentry_beacon":6,"palisade":28,"sluice":3,"turret":4,"lantern_post":7}	0	0
265	540	18	200	800	0	167	175	0	12	33	0	0	46	3	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
266	540.5	18	200	800	0	167	175	0	12	32	0	0	46	3	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	3	0
267	542.5	18	200	800	0	175	175	0	12	30	0	0	46	3	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
268	550.2	18	200	800	0	175	175	0	12	24	4	0	47	3	{"sentry_beacon":6,"palisade":30,"sluice":3,"turret":4,"lantern_post":7}	0	0
269	550.3	18	200	800	0	175	175	0	12	24	4	0	47	3	{"sentry_beacon":6,"palisade":30,"sluice":3,"turret":4,"lantern_post":7}	0	0
270	551.1	18	200	800	0	175	175	0	12	25	4	0	47	3	{"sentry_beacon":6,"palisade":30,"sluice":3,"turret":4,"lantern_post":7}	0	0
271	551.1	18	200	800	0	175	175	0	12	25	4	0	47	3	{"sentry_beacon":6,"palisade":30,"sluice":3,"turret":4,"lantern_post":7}	0	0
272	551.2	18	200	800	0	175	175	0	12	25	4	0	47	3	{"sentry_beacon":6,"palisade":30,"sluice":3,"turret":4,"lantern_post":7}	0	0
273	551.2	18	200	800	0	175	175	0	12	26	4	0	47	3	{"sentry_beacon":6,"palisade":30,"sluice":3,"turret":4,"lantern_post":7}	0	0
274	552	18	200	800	0	175	175	0	12	26	4	0	47	3	{"sentry_beacon":6,"palisade":30,"sluice":3,"turret":4,"lantern_post":7}	0	0
275	552	18	200	800	0	175	175	0	12	26	4	0	46	4	{"sentry_beacon":6,"palisade":30,"sluice":3,"turret":4,"lantern_post":7}	0	0
276	552.1	18	200	800	0	175	175	0	12	26	4	0	46	4	{"sentry_beacon":6,"palisade":30,"sluice":3,"turret":4,"lantern_post":7}	0	0
277	552.9	18	200	800	0	175	175	0	12	27	4	0	46	4	{"sentry_beacon":6,"palisade":30,"sluice":3,"turret":4,"lantern_post":7}	0	0
278	552.9	18	200	800	0	175	175	0	12	27	4	0	46	4	{"sentry_beacon":6,"palisade":30,"sluice":3,"turret":4,"lantern_post":7}	0	0
279	553	18	200	800	0	175	175	0	12	27	4	0	46	4	{"sentry_beacon":6,"palisade":30,"sluice":3,"turret":4,"lantern_post":7}	0	0
280	553.4	18	199	800	0	175	175	0	12	25	4	0	46	4	{"sentry_beacon":6,"palisade":30,"sluice":3,"turret":4,"lantern_post":7}	0	0
281	553.7	18	199	800	0	175	175	0	12	25	4	0	46	4	{"sentry_beacon":6,"palisade":30,"sluice":3,"turret":4,"lantern_post":7}	0	0
282	553.8	18	199	800	0	175	175	0	12	25	4	0	46	4	{"sentry_beacon":6,"palisade":30,"sluice":3,"turret":4,"lantern_post":7}	0	0
283	553.8	18	199	800	0	175	175	0	12	25	4	0	46	4	{"sentry_beacon":6,"palisade":30,"sluice":3,"turret":4,"lantern_post":7}	0	0
284	553.9	18	199	800	0	175	175	0	12	24	4	0	46	4	{"sentry_beacon":6,"palisade":30,"sluice":3,"turret":4,"lantern_post":7}	0	0
285	554.6	18	198	800	0	175	175	0	12	24	4	0	46	4	{"sentry_beacon":6,"palisade":30,"sluice":3,"turret":4,"lantern_post":7}	0	0
286	554.7	18	198	800	0	175	175	0	12	24	4	0	46	4	{"sentry_beacon":6,"palisade":30,"sluice":3,"turret":4,"lantern_post":7}	0	0
287	554.7	18	198	800	0	175	175	0	12	24	4	0	46	4	{"sentry_beacon":6,"palisade":30,"sluice":3,"turret":4,"lantern_post":7}	0	0
288	554.8	18	198	800	0	175	175	0	12	23	4	0	46	4	{"sentry_beacon":6,"palisade":30,"sluice":3,"turret":4,"lantern_post":7}	0	0
289	555.5	18	200	800	0	175	175	0	12	24	4	0	46	4	{"sentry_beacon":6,"palisade":30,"sluice":3,"turret":4,"lantern_post":7}	0	0
290	555.6	18	200	800	0	175	175	0	12	24	4	0	46	4	{"sentry_beacon":6,"palisade":30,"sluice":3,"turret":4,"lantern_post":7}	0	0
291	555.6	18	200	800	0	175	175	0	12	24	4	0	46	4	{"sentry_beacon":6,"palisade":30,"sluice":3,"turret":4,"lantern_post":7}	0	0
292	555.7	18	200	800	0	175	175	0	12	23	4	0	46	4	{"sentry_beacon":6,"palisade":30,"sluice":3,"turret":4,"lantern_post":7}	0	0
293	556.4	18	199	800	0	175	175	0	12	22	4	0	46	4	{"sentry_beacon":6,"palisade":30,"sluice":3,"turret":4,"lantern_post":7}	0	0
294	556.5	18	199	800	0	175	175	0	12	22	4	0	46	4	{"sentry_beacon":6,"palisade":30,"sluice":3,"turret":4,"lantern_post":7}	0	0
295	556.5	18	199	800	0	175	175	0	12	22	4	0	46	4	{"sentry_beacon":6,"palisade":30,"sluice":3,"turret":4,"lantern_post":7}	0	0
296	556.6	18	199	800	0	175	175	0	12	22	4	0	46	4	{"sentry_beacon":6,"palisade":30,"sluice":3,"turret":4,"lantern_post":7}	0	0
297	557.3	18	198	800	0	175	175	0	12	22	4	0	46	4	{"sentry_beacon":6,"palisade":30,"sluice":3,"turret":4,"lantern_post":7}	0	0
298	557.4	18	198	800	0	175	175	0	12	21	4	0	46	4	{"sentry_beacon":6,"palisade":30,"sluice":3,"turret":4,"lantern_post":7}	0	0
299	557.4	18	198	800	0	175	175	0	12	21	4	0	46	4	{"sentry_beacon":6,"palisade":30,"sluice":3,"turret":4,"lantern_post":7}	0	0
300	557.5	18	198	800	0	175	175	0	12	21	4	0	46	4	{"sentry_beacon":6,"palisade":30,"sluice":3,"turret":4,"lantern_post":7}	0	0
301	558.2	18	200	800	0	175	175	0	12	20	4	0	46	4	{"sentry_beacon":6,"palisade":30,"sluice":3,"turret":4,"lantern_post":7}	0	0
302	558.3	18	200	800	0	175	175	0	12	20	4	0	46	4	{"sentry_beacon":6,"palisade":30,"sluice":3,"turret":4,"lantern_post":7}	0	0
303	558.3	18	200	800	0	175	175	0	12	20	4	0	46	4	{"sentry_beacon":6,"palisade":30,"sluice":3,"turret":4,"lantern_post":7}	0	0
304	558.4	18	200	800	0	175	175	0	12	21	4	0	46	4	{"sentry_beacon":6,"palisade":30,"sluice":3,"turret":4,"lantern_post":7}	0	0
305	559.1	18	199	800	0	175	175	0	12	20	4	0	46	4	{"sentry_beacon":6,"palisade":30,"sluice":3,"turret":4,"lantern_post":7}	0	0
306	559.2	18	199	800	0	175	175	0	12	20	4	0	46	4	{"sentry_beacon":6,"palisade":30,"sluice":3,"turret":4,"lantern_post":7}	0	0
307	559.2	18	199	800	0	175	175	0	12	21	4	0	46	4	{"sentry_beacon":6,"palisade":30,"sluice":3,"turret":4,"lantern_post":7}	0	0
308	559.3	18	199	800	0	175	175	0	12	21	4	0	46	4	{"sentry_beacon":6,"palisade":30,"sluice":3,"turret":4,"lantern_post":7}	0	0
309	560	18	198	800	0	175	175	0	12	20	4	0	46	4	{"sentry_beacon":6,"palisade":30,"sluice":3,"turret":4,"lantern_post":7}	0	0
310	560.1	18	198	800	0	175	175	0	12	21	4	0	45	5	{"sentry_beacon":6,"palisade":30,"sluice":3,"turret":4,"lantern_post":7}	0	0
311	560.1	18	198	800	0	175	175	0	12	21	4	0	45	5	{"sentry_beacon":6,"palisade":30,"sluice":3,"turret":4,"lantern_post":7}	0	0
312	560.2	18	198	800	0	175	175	0	12	20	4	0	45	5	{"sentry_beacon":6,"palisade":30,"sluice":3,"turret":4,"lantern_post":7}	0	0
313	561	18	200	800	0	175	175	0	12	20	4	0	45	5	{"sentry_beacon":6,"palisade":30,"sluice":3,"turret":4,"lantern_post":7}	0	0
314	561.1	18	200	800	0	175	175	0	12	20	4	0	45	5	{"sentry_beacon":6,"palisade":30,"sluice":3,"turret":4,"lantern_post":7}	0	0
315	561.4	18	199	800	0	175	175	0	12	19	4	0	45	5	{"sentry_beacon":6,"palisade":30,"sluice":3,"turret":4,"lantern_post":7}	0	0
316	561.9	18	199	800	0	175	175	0	12	17	4	0	45	5	{"sentry_beacon":6,"palisade":30,"sluice":3,"turret":4,"lantern_post":7}	0	0
317	562	18	199	800	0	175	175	0	12	17	4	0	45	5	{"sentry_beacon":6,"palisade":30,"sluice":3,"turret":4,"lantern_post":7}	0	0
318	562.3	18	199	800	0	175	175	0	12	17	4	0	45	5	{"sentry_beacon":6,"palisade":30,"sluice":3,"turret":4,"lantern_post":7}	0	0
319	562.8	18	198	800	0	175	175	0	12	17	3	0	45	5	{"sentry_beacon":6,"palisade":30,"sluice":3,"turret":4,"lantern_post":7}	0	0
320	562.9	18	198	800	0	175	175	0	12	17	3	0	45	5	{"sentry_beacon":6,"palisade":30,"sluice":3,"turret":4,"lantern_post":7}	0	0
321	563.8	18	197	800	0	175	175	0	12	15	2	0	45	5	{"sentry_beacon":6,"palisade":30,"sluice":3,"turret":4,"lantern_post":7}	0	0
322	564.2	18	200	800	0	175	175	0	12	15	2	0	45	5	{"sentry_beacon":6,"palisade":30,"sluice":3,"turret":4,"lantern_post":7}	3	0
323	564.7	18	199	800	0	175	175	0	12	15	2	0	45	5	{"sentry_beacon":6,"palisade":30,"sluice":3,"turret":4,"lantern_post":7}	0	0
324	565.6	18	198	800	0	175	175	0	12	15	1	0	45	5	{"sentry_beacon":6,"palisade":30,"sluice":3,"turret":4,"lantern_post":7}	0	0
325	570	19	200	800	0	175	175	0	12	32	0	0	45	5	{"sentry_beacon":6,"palisade":30,"sluice":3,"turret":4,"lantern_post":7}	0	0
326	579.6	19	198	800	0	151	175	0	12	35	4	0	46	5	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
327	579.7	19	198	800	0	151	175	0	12	35	4	0	46	5	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
328	580.5	19	198	800	0	135	175	0	12	29	4	0	46	5	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
329	580.6	19	198	800	0	135	175	0	12	29	4	0	46	5	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
330	581.2	19	198	800	0	135	175	0	12	28	4	0	46	5	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
331	581.3	19	198	800	0	135	175	0	12	27	4	0	46	5	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
332	581.4	19	198	800	0	135	175	0	12	27	4	0	46	5	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
333	581.5	19	198	800	0	135	175	0	12	27	4	0	46	5	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
334	582.1	19	198	800	0	135	175	0	12	27	4	0	46	5	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
335	582.2	19	198	800	0	135	175	0	12	27	4	0	46	5	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
336	582.3	19	198	800	0	135	175	0	12	27	4	0	46	5	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
337	582.4	19	198	800	0	135	175	0	12	27	4	0	46	5	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
338	583	19	198	800	0	135	175	0	12	28	4	0	46	5	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
339	583.1	19	198	800	0	135	175	0	12	27	4	0	46	5	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
340	583.2	19	198	800	0	135	175	0	12	27	4	0	46	5	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
341	583.3	19	198	800	0	135	175	0	12	27	4	0	46	5	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
342	583.9	19	198	800	0	135	175	0	12	26	4	0	46	5	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
343	584	19	198	800	0	135	175	0	12	26	4	0	46	5	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
344	584.1	19	198	800	0	135	175	0	12	26	4	0	46	5	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
345	584.2	19	198	800	0	135	175	0	12	26	4	0	46	5	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
346	584.8	19	198	800	0	135	175	0	12	25	4	0	46	5	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
347	584.9	19	198	800	0	135	175	0	12	25	4	0	46	5	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
348	585	19	198	800	0	135	175	0	12	25	4	0	46	5	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
349	585.1	19	198	800	0	135	175	0	12	24	4	0	46	5	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
350	585.7	19	200	800	0	135	175	0	12	23	4	0	46	5	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
351	585.8	19	200	800	0	135	175	0	12	23	4	0	47	4	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
352	585.8	19	200	800	0	135	175	0	12	23	4	0	47	4	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
353	585.9	19	200	800	0	135	175	0	12	23	4	0	47	4	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
354	586	19	200	800	0	135	175	0	12	23	4	0	47	4	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
355	586.6	19	193	800	0	135	175	0	12	22	4	0	48	3	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
356	586.7	19	193	800	0	135	175	0	12	22	4	0	48	3	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
357	586.8	19	193	800	0	135	175	0	12	22	4	0	48	3	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
358	586.9	19	193	800	0	135	175	0	12	22	4	0	48	3	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
359	587.5	19	193	800	0	135	175	0	12	21	4	0	48	3	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
360	587.6	19	193	800	0	135	175	0	12	22	4	0	48	3	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
361	587.7	19	193	800	0	135	175	0	12	21	4	0	48	3	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
362	587.8	19	193	800	0	135	175	0	12	21	4	0	48	3	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
363	588.4	19	193	800	0	135	175	0	12	21	4	0	48	3	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
364	588.5	19	193	800	0	135	175	0	12	21	4	0	48	3	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
365	588.6	19	193	800	0	135	175	0	12	21	4	0	48	3	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
366	588.7	19	193	800	0	135	175	0	12	21	4	0	48	3	{"sentry_beacon":6,"palisade":31,"sluice":3,"turret":4,"lantern_post":7}	0	0
