v	t	wave	gold	pan	stolen	hp	maxHp	hx	hz	alive	wr	th	stand	wrecked	kinds	offer	sec
188	526.1	17	198	735	0	175	175	0	12	12	1	0	30	4	{"sentry_beacon":6,"palisade":14,"sluice":3,"turret":4,"lantern_post":7}	0	0
189	527	17	199	735	0	175	175	0	12	11	1	0	30	4	{"sentry_beacon":6,"palisade":14,"sluice":3,"turret":4,"lantern_post":7}	0	0
190	539.5	17	200	735	0	175	175	0	12	11	0	0	30	4	{"sentry_beacon":6,"palisade":14,"sluice":3,"turret":4,"lantern_post":7}	3	0
191	540	18	200	735	0	175	175	0	12	31	0	0	30	4	{"sentry_beacon":6,"palisade":14,"sluice":3,"turret":4,"lantern_post":7}	0	0
192	550.2	18	200	735	0	175	175	0	12	22	4	0	30	4	{"sentry_beacon":6,"palisade":14,"sluice":3,"turret":4,"lantern_post":7}	0	0
193	550.3	18	200	735	0	175	175	0	12	22	4	0	30	4	{"sentry_beacon":6,"palisade":14,"sluice":3,"turret":4,"lantern_post":7}	0	0
194	551.1	18	200	735	0	175	175	0	12	21	4	0	30	4	{"sentry_beacon":6,"palisade":14,"sluice":3,"turret":4,"lantern_post":7}	0	0
195	551.2	18	200	735	0	175	175	0	12	21	4	0	30	4	{"sentry_beacon":6,"palisade":14,"sluice":3,"turret":4,"lantern_post":7}	0	0
196	551.3	18	200	735	0	175	175	0	12	22	4	0	30	4	{"sentry_beacon":6,"palisade":14,"sluice":3,"turret":4,"lantern_post":7}	0	0
197	552	18	196	735	0	175	175	0	12	23	4	0	29	5	{"sentry_beacon":6,"palisade":14,"sluice":3,"turret":4,"lantern_post":7}	0	0
198	552.1	18	196	735	0	175	175	0	12	23	4	0	29	5	{"sentry_beacon":6,"palisade":14,"sluice":3,"turret":4,"lantern_post":7}	0	0
199	552.2	18	196	735	0	175	175	0	12	23	4	0	29	5	{"sentry_beacon":6,"palisade":14,"sluice":3,"turret":4,"lantern_post":7}	0	0
200	552.9	18	197	740	0	175	175	0	12	22	3	0	29	5	{"sentry_beacon":6,"palisade":14,"sluice":3,"turret":4,"lantern_post":7}	0	0
201	553.1	18	197	740	0	175	175	0	12	22	3	0	29	5	{"sentry_beacon":6,"palisade":14,"sluice":3,"turret":4,"lantern_post":7}	0	0
202	553.2	18	197	740	0	175	175	0	12	21	3	0	29	5	{"sentry_beacon":6,"palisade":14,"sluice":3,"turret":4,"lantern_post":7}	0	0
203	554	18	195	740	0	175	175	0	12	20	3	0	29	5	{"sentry_beacon":6,"palisade":14,"sluice":3,"turret":4,"lantern_post":7}	0	0
204	554	18	195	740	0	175	175	0	12	19	3	0	29	5	{"sentry_beacon":6,"palisade":14,"sluice":3,"turret":4,"lantern_post":7}	0	0
205	554.1	18	195	740	0	175	175	0	12	19	3	0	29	5	{"sentry_beacon":6,"palisade":14,"sluice":3,"turret":4,"lantern_post":7}	0	0
206	554.9	18	193	740	0	175	175	0	12	18	3	0	29	5	{"sentry_beacon":6,"palisade":14,"sluice":3,"turret":4,"lantern_post":7}	0	0
207	554.9	18	193	740	0	175	175	0	12	18	3	0	29	5	{"sentry_beacon":6,"palisade":14,"sluice":3,"turret":4,"lantern_post":7}	0	0
208	555	18	193	740	0	175	175	0	12	18	3	0	28	6	{"sentry_beacon":6,"palisade":14,"sluice":3,"turret":4,"lantern_post":7}	0	0
209	555.8	18	191	740	0	175	175	0	12	15	3	0	28	6	{"sentry_beacon":6,"palisade":14,"sluice":3,"turret":4,"lantern_post":7}	0	0
210	556.3	18	191	740	0	175	175	0	12	15	3	0	28	6	{"sentry_beacon":6,"palisade":14,"sluice":3,"turret":4,"lantern_post":7}	0	0
211	556.3	18	189	740	0	175	175	0	12	15	3	0	28	6	{"sentry_beacon":6,"palisade":14,"sluice":3,"turret":4,"lantern_post":7}	0	0
212	557.2	18	198	740	0	175	175	0	12	13	2	0	28	6	{"sentry_beacon":6,"palisade":14,"sluice":3,"turret":4,"lantern_post":7}	0	0
213	557.2	18	198	740	0	175	175	0	12	13	2	0	28	6	{"sentry_beacon":6,"palisade":14,"sluice":3,"turret":4,"lantern_post":7}	0	0
214	558.1	18	198	740	0	175	175	0	12	13	2	0	28	6	{"sentry_beacon":6,"palisade":14,"sluice":3,"turret":4,"lantern_post":7}	0	0
215	558.1	18	198	740	0	175	175	0	12	13	2	0	28	6	{"sentry_beacon":6,"palisade":14,"sluice":3,"turret":4,"lantern_post":7}	0	0
216	559	18	198	740	0	175	175	0	12	12	2	0	28	6	{"sentry_beacon":6,"palisade":14,"sluice":3,"turret":4,"lantern_post":7}	0	0
217	559	18	198	740	0	175	175	0	12	12	2	0	28	6	{"sentry_beacon":6,"palisade":14,"sluice":3,"turret":4,"lantern_post":7}	0	0
218	559.9	18	198	740	0	175	175	0	12	11	1	0	28	6	{"sentry_beacon":6,"palisade":14,"sluice":3,"turret":4,"lantern_post":7}	0	0
219	560.8	18	198	740	0	175	175	0	12	11	1	0	28	6	{"sentry_beacon":6,"palisade":14,"sluice":3,"turret":4,"lantern_post":7}	0	0
220	560.8	18	198	740	0	175	175	0	12	11	0	0	28	6	{"sentry_beacon":6,"palisade":14,"sluice":3,"turret":4,"lantern_post":7}	3	0
221	570	19	199	740	0	175	175	0	12	30	0	0	28	6	{"sentry_beacon":6,"palisade":14,"sluice":3,"turret":4,"lantern_post":7}	0	0
222	581.1	19	198	740	0	135	175	0	12	22	4	0	29	5	{"sentry_beacon":6,"palisade":14,"sluice":3,"turret":4,"lantern_post":7}	0	0
223	581.2	19	198	740	0	135	175	0	12	22	4	0	29	5	{"sentry_beacon":6,"palisade":14,"sluice":3,"turret":4,"lantern_post":7}	0	0
224	582	19	198	740	0	135	175	0	12	23	4	0	29	5	{"sentry_beacon":6,"palisade":14,"sluice":3,"turret":4,"lantern_post":7}	0	0
225	582.1	19	198	740	0	135	175	0	12	23	4	0	29	5	{"sentry_beacon":6,"palisade":14,"sluice":3,"turret":4,"lantern_post":7}	0	0
226	582.9	19	198	740	0	135	175	0	12	23	4	0	29	5	{"sentry_beacon":6,"palisade":14,"sluice":3,"turret":4,"lantern_post":7}	0	0
227	583	19	198	740	0	135	175	0	12	23	4	0	28	6	{"sentry_beacon":6,"palisade":14,"sluice":3,"turret":4,"lantern_post":7}	0	0
228	583.5	19	198	740	0	135	175	0	12	20	3	0	28	6	{"sentry_beacon":6,"palisade":14,"sluice":3,"turret":4,"lantern_post":7}	0	0
229	584.3	19	200	740	0	127	175	0	12	18	2	0	29	5	{"sentry_beacon":6,"palisade":14,"sluice":3,"turret":4,"lantern_post":7}	0	0
230	584.4	19	200	740	0	127	175	0	12	18	2	0	29	5	{"sentry_beacon":6,"palisade":14,"sluice":3,"turret":4,"lantern_post":7}	0	0
231	585.2	19	199	740	0	127	175	0	12	18	2	0	29	5	{"sentry_beacon":6,"palisade":14,"sluice":3,"turret":4,"lantern_post":7}	0	0
232	585.3	19	199	740	0	127	175	0	12	17	2	0	29	5	{"sentry_beacon":6,"palisade":14,"sluice":3,"turret":4,"lantern_post":7}	0	0
233	586.1	19	198	740	0	127	175	0	12	15	2	0	29	5	{"sentry_beacon":6,"palisade":14,"sluice":3,"turret":4,"lantern_post":7}	0	0
234	586.2	19	198	740	0	127	175	0	12	15	2	0	29	5	{"sentry_beacon":6,"palisade":14,"sluice":3,"turret":4,"lantern_post":7}	0	0
235	586.4	19	198	740	0	127	175	0	12	13	2	0	29	5	{"sentry_beacon":6,"palisade":14,"sluice":3,"turret":4,"lantern_post":7}	3	0
236	587	19	198	740	0	127	175	0	12	12	2	0	29	5	{"sentry_beacon":6,"palisade":14,"sluice":3,"turret":4,"lantern_post":7}	0	0
237	587.1	19	198	740	0	127	175	0	12	12	2	0	29	5	{"sentry_beacon":6,"palisade":14,"sluice":3,"turret":4,"lantern_post":7}	0	0
238	587.9	19	200	740	0	127	175	0	12	12	2	0	29	5	{"sentry_beacon":6,"palisade":14,"sluice":3,"turret":4,"lantern_post":7}	0	0
239	588.8	19	199	740	0	127	175	0	12	12	1	0	29	5	{"sentry_beacon":6,"palisade":14,"sluice":3,"turret":4,"lantern_post":7}	0	0
240	600	20	200	740	0	127	175	0	12	31	0	0	29	5	{"sentry_beacon":6,"palisade":14,"sluice":3,"turret":4,"lantern_post":7}	0	0
241	611	20	199	740	0	71	175	0	12	22	4	0	30	4	{"sentry_beacon":6,"palisade":14,"sluice":3,"turret":4,"lantern_post":7}	0	0
242	611.1	20	199	740	0	71	175	0	12	22	4	0	30	4	{"sentry_beacon":6,"palisade":14,"sluice":3,"turret":4,"lantern_post":7}	0	0
243	611.2	20	199	740	0	71	175	0	12	22	4	0	30	4	{"sentry_beacon":6,"palisade":14,"sluice":3,"turret":4,"lantern_post":7}	0	0
244	611.2	20	199	740	0	71	175	0	12	23	4	0	30	4	{"sentry_beacon":6,"palisade":14,"sluice":3,"turret":4,"lantern_post":7}	0	0
245	611.9	20	199	740	0	71	175	0	12	22	4	0	30	4	{"sentry_beacon":6,"palisade":14,"sluice":3,"turret":4,"lantern_post":7}	0	0
246	612	20	199	740	0	71	175	0	12	23	4	0	30	4	{"sentry_beacon":6,"palisade":14,"sluice":3,"turret":4,"lantern_post":7}	0	0
247	612.1	20	199	740	0	71	175	0	12	23	4	0	30	4	{"sentry_beacon":6,"palisade":14,"sluice":3,"turret":4,"lantern_post":7}	0	0
248	612.1	20	199	740	0	71	175	0	12	23	4	0	30	4	{"sentry_beacon":6,"palisade":14,"sluice":3,"turret":4,"lantern_post":7}	0	0
249	612.8	20	200	740	0	71	175	0	12	22	3	0	30	4	{"sentry_beacon":6,"palisade":14,"sluice":3,"turret":4,"lantern_post":7}	0	0
250	612.9	20	200	740	0	71	175	0	12	22	3	0	30	4	{"sentry_beacon":6,"palisade":14,"sluice":3,"turret":4,"lantern_post":7}	0	0
251	613	20	200	740	0	71	175	0	12	21	3	0	30	4	{"sentry_beacon":6,"palisade":14,"sluice":3,"turret":4,"lantern_post":7}	0	0
252	613.7	20	199	740	0	71	175	0	12	21	3	0	29	5	{"sentry_beacon":6,"palisade":14,"sluice":3,"turret":4,"lantern_post":7}	0	0
253	613.8	20	199	740	0	71	175	0	12	21	3	0	29	5	{"sentry_beacon":6,"palisade":14,"sluice":3,"turret":4,"lantern_post":7}	0	0
254	613.9	20	199	740	0	71	175	0	12	20	3	0	29	5	{"sentry_beacon":6,"palisade":14,"sluice":3,"turret":4,"lantern_post":7}	0	0
255	614.7	20	198	740	0	63	175	0	12	20	3	0	29	5	{"sentry_beacon":6,"palisade":14,"sluice":3,"turret":4,"lantern_post":7}	0	0
256	614.8	20	198	740	0	63	175	0	12	20	3	0	29	5	{"sentry_beacon":6,"palisade":14,"sluice":3,"turret":4,"lantern_post":7}	0	0
257	615.5	20	200	740	0	63	175	0	12	18	3	0	29	5	{"sentry_beacon":6,"palisade":14,"sluice":3,"turret":4,"lantern_post":7}	3	0
258	615.6	20	200	740	0	116	175	0	12	18	3	0	29	5	{"sentry_beacon":6,"palisade":14,"sluice":3,"turret":4,"lantern_post":7}	0	0
259	615.7	20	200	740	0	116	175	0	12	17	3	0	29	5	{"sentry_beacon":6,"palisade":14,"sluice":3,"turret":4,"lantern_post":7}	0	0
260	616.5	20	199	740	0	116	175	0	12	16	3	0	29	5	{"sentry_beacon":6,"palisade":14,"sluice":3,"turret":4,"lantern_post":7}	0	0
261	616.6	20	199	740	0	108	175	0	12	15	3	0	29	5	{"sentry_beacon":6,"palisade":14,"sluice":3,"turret":4,"lantern_post":7}	0	0
262	617.4	20	198	740	0	108	175	0	12	13	3	0	29	5	{"sentry_beacon":6,"palisade":14,"sluice":3,"turret":4,"lantern_post":7}	0	0
263	617.5	20	198	740	0	108	175	0	12	13	3	0	29	5	{"sentry_beacon":6,"palisade":14,"sluice":3,"turret":4,"lantern_post":7}	0	0
264	618.3	20	200	740	0	108	175	0	12	13	2	0	29	5	{"sentry_beacon":6,"palisade":14,"sluice":3,"turret":4,"lantern_post":7}	0	0
265	618.4	20	200	740	0	108	175	0	12	14	2	0	29	5	{"sentry_beacon":6,"palisade":14,"sluice":3,"turret":4,"lantern_post":7}	0	0
266	619.2	20	199	740	0	108	175	0	12	14	1	0	29	5	{"sentry_beacon":6,"palisade":14,"sluice":3,"turret":4,"lantern_post":7}	0	0
267	630	21	200	740	0	108	175	0	12	31	0	0	29	5	{"sentry_beacon":6,"palisade":14,"sluice":3,"turret":4,"lantern_post":7}	0	0
268	640.2	21	200	740	0	52	175	0	12	27	4	0	29	5	{"sentry_beacon":6,"palisade":14,"sluice":3,"turret":4,"lantern_post":7}	0	0
269	640.4	21	200	740	0	52	175	0	12	27	4	0	29	5	{"sentry_beacon":6,"palisade":14,"sluice":3,"turret":4,"lantern_post":7}	0	0
270	641.1	21	200	740	0	44	175	0	12	22	4	0	29	5	{"sentry_beacon":6,"palisade":14,"sluice":3,"turret":4,"lantern_post":7}	0	0
271	641.3	21	200	740	0	44	175	0	12	23	4	0	29	5	{"sentry_beacon":6,"palisade":14,"sluice":3,"turret":4,"lantern_post":7}	0	0
272	642	21	200	740	0	44	175	0	12	23	4	0	28	6	{"sentry_beacon":6,"palisade":14,"sluice":3,"turret":4,"lantern_post":7}	0	0
273	643.2	21	200	740	0	44	175	0	12	22	3	0	28	6	{"sentry_beacon":6,"palisade":14,"sluice":3,"turret":4,"lantern_post":7}	0	0
274	644	21	200	740	0	44	175	0	12	22	2	0	28	6	{"sentry_beacon":6,"palisade":14,"sluice":3,"turret":4,"lantern_post":7}	0	0
275	644.1	21	200	740	0	44	175	0	12	22	2	0	28	6	{"sentry_beacon":6,"palisade":14,"sluice":3,"turret":4,"lantern_post":7}	0	0
276	644.7	21	200	740	0	44	175	0	12	21	2	0	28	6	{"sentry_beacon":6,"palisade":14,"sluice":3,"turret":4,"lantern_post":7}	3	0
277	644.9	21	200	740	0	44	175	0	12	19	2	0	28	6	{"sentry_beacon":6,"palisade":14,"sluice":3,"turret":4,"lantern_post":7}	0	0
278	645	21	200	740	0	44	175	0	12	18	2	0	27	7	{"sentry_beacon":6,"palisade":14,"sluice":3,"turret":4,"lantern_post":7}	0	0
279	646.2	21	200	740	0	44	175	0	12	16	2	0	27	7	{"sentry_beacon":6,"palisade":14,"sluice":3,"turret":4,"lantern_post":7}	0	0
280	646.4	21	200	740	0	44	175	0	12	15	2	0	27	7	{"sentry_beacon":6,"palisade":14,"sluice":3,"turret":4,"lantern_post":7}	0	0
281	647.1	21	200	740	0	44	175	0	12	16	2	0	27	7	{"sentry_beacon":6,"palisade":14,"sluice":3,"turret":4,"lantern_post":7}	0	0
282	647.3	21	200	740	0	44	175	0	12	15	2	0	27	7	{"sentry_beacon":6,"palisade":14,"sluice":3,"turret":4,"lantern_post":7}	0	0
283	648	21	200	740	0	44	175	0	12	15	2	0	27	7	{"sentry_beacon":6,"palisade":14,"sluice":3,"turret":4,"lantern_post":7}	0	0
284	648.2	21	200	740	0	44	175	0	12	15	2	0	27	7	{"sentry_beacon":6,"palisade":14,"sluice":3,"turret":4,"lantern_post":7}	0	0
285	648.9	21	200	740	0	44	175	0	12	15	2	0	27	7	{"sentry_beacon":6,"palisade":14,"sluice":3,"turret":4,"lantern_post":7}	0	0
286	649.1	21	200	740	0	44	175	0	12	14	2	0	27	7	{"sentry_beacon":6,"palisade":14,"sluice":3,"turret":4,"lantern_post":7}	0	0
287	650	21	200	740	0	44	175	0	12	13	1	0	27	7	{"sentry_beacon":6,"palisade":14,"sluice":3,"turret":4,"lantern_post":7}	0	0
288	650.9	21	200	740	0	44	175	0	12	14	1	0	27	7	{"sentry_beacon":6,"palisade":14,"sluice":3,"turret":4,"lantern_post":7}	0	0
289	660	22	198	740	0	44	175	0	12	32	0	0	27	7	{"sentry_beacon":6,"palisade":14,"sluice":3,"turret":4,"lantern_post":7}	0	0
290	668.9	22	200	740	0	0	175	0	12	32	4	0	28	6	{"sentry_beacon":6,"palisade":14,"sluice":3,"turret":4,"lantern_post":7}	0	0
