v	t	wave	gold	pan	stolen	hp	maxHp	hx	hz	alive	wr	th	stand	wrecked	kinds	offer	sec
184	469	15	127	830	0	175	175	-0.2	11.9	11	0	0	39	4	{"sentry_beacon":6,"palisade":23,"sluice":3,"turret":4,"lantern_post":7}	0	0
185	480	16	159	860	0	175	175	-0.2	11.9	30	0	0	40	4	{"sentry_beacon":6,"palisade":24,"sluice":3,"turret":4,"lantern_post":7}	0	0
186	484	16	25	870	0	175	175	4.1	10.3	24	0	0	40	4	{"sentry_beacon":6,"palisade":24,"sluice":3,"turret":4,"lantern_post":7}	0	0
187	488.3	16	28	870	0	175	175	0.3	11.9	24	4	0	40	4	{"sentry_beacon":6,"palisade":24,"sluice":3,"turret":4,"lantern_post":7}	3	0
188	490.9	16	31	870	0	175	175	0.3	11.9	21	4	0	40	4	{"sentry_beacon":6,"palisade":24,"sluice":3,"turret":4,"lantern_post":7}	0	0
189	491	16	31	870	0	175	175	0.3	11.9	21	4	0	40	4	{"sentry_beacon":6,"palisade":24,"sluice":3,"turret":4,"lantern_post":7}	0	0
190	491.3	16	31	870	0	175	175	0.3	11.9	22	4	0	40	4	{"sentry_beacon":6,"palisade":24,"sluice":3,"turret":4,"lantern_post":7}	0	0
191	491.8	16	21	870	0	175	175	0.3	11.9	21	3	0	41	4	{"sentry_beacon":6,"palisade":25,"sluice":3,"turret":4,"lantern_post":7}	0	0
192	491.9	16	21	870	0	175	175	0.3	11.9	21	3	0	41	4	{"sentry_beacon":6,"palisade":25,"sluice":3,"turret":4,"lantern_post":7}	0	0
193	492	16	21	870	0	175	175	0.3	11.9	21	3	0	41	4	{"sentry_beacon":6,"palisade":25,"sluice":3,"turret":4,"lantern_post":7}	0	0
194	492.8	16	11	870	0	175	175	0.3	11.9	20	1	0	42	4	{"sentry_beacon":6,"palisade":26,"sluice":3,"turret":4,"lantern_post":7}	0	0
195	493.4	16	11	870	0	175	175	0.3	11.9	17	1	0	42	4	{"sentry_beacon":6,"palisade":26,"sluice":3,"turret":4,"lantern_post":7}	0	0
196	493.7	16	11	870	0	175	175	0.3	11.9	18	1	0	42	4	{"sentry_beacon":6,"palisade":26,"sluice":3,"turret":4,"lantern_post":7}	0	0
197	494.6	16	1	870	0	175	175	0.3	11.9	15	1	0	43	4	{"sentry_beacon":6,"palisade":27,"sluice":3,"turret":4,"lantern_post":7}	0	0
198	495.5	16	1	870	0	175	175	0.3	11.9	13	1	0	43	4	{"sentry_beacon":6,"palisade":27,"sluice":3,"turret":4,"lantern_post":7}	0	0
199	496.4	16	4	870	0	175	175	0.3	11.9	11	1	0	43	4	{"sentry_beacon":6,"palisade":27,"sluice":3,"turret":4,"lantern_post":7}	0	0
200	497.3	16	2	870	0	175	175	0.3	11.9	12	1	0	43	4	{"sentry_beacon":6,"palisade":27,"sluice":3,"turret":4,"lantern_post":7}	0	0
201	497.5	16	2	870	0	175	175	0.3	11.9	12	1	0	43	4	{"sentry_beacon":6,"palisade":27,"sluice":3,"turret":4,"lantern_post":7}	0	0
202	501.3	16	58	920	0	175	175	0.3	11.9	10	0	0	43	4	{"sentry_beacon":6,"palisade":27,"sluice":3,"turret":4,"lantern_post":7}	0	0
203	508.9	16	56	920	0	175	175	0.3	11.9	11	0	0	44	3	{"sentry_beacon":6,"palisade":27,"sluice":3,"turret":4,"lantern_post":7}	0	0
204	510	17	59	920	0	175	175	0.3	11.9	30	0	0	44	3	{"sentry_beacon":6,"palisade":27,"sluice":3,"turret":4,"lantern_post":7}	0	0
205	516.3	17	53	920	0	175	175	0.3	11.9	20	0	0	45	3	{"sentry_beacon":6,"palisade":28,"sluice":3,"turret":4,"lantern_post":7}	3	0
206	519.6	17	56	920	0	175	175	0.3	11.9	28	4	0	45	3	{"sentry_beacon":6,"palisade":28,"sluice":3,"turret":4,"lantern_post":7}	0	0
207	519.6	17	56	920	0	175	175	0.3	11.9	29	4	0	45	3	{"sentry_beacon":6,"palisade":28,"sluice":3,"turret":4,"lantern_post":7}	0	0
208	519.7	17	56	920	0	175	175	0.3	11.9	29	4	0	45	3	{"sentry_beacon":6,"palisade":28,"sluice":3,"turret":4,"lantern_post":7}	0	0
209	520.5	17	56	920	0	175	175	0.3	11.9	27	4	0	45	3	{"sentry_beacon":6,"palisade":28,"sluice":3,"turret":4,"lantern_post":7}	0	0
210	520.5	17	56	920	0	175	175	0.3	11.9	27	4	0	45	3	{"sentry_beacon":6,"palisade":28,"sluice":3,"turret":4,"lantern_post":7}	0	0
211	520.9	17	56	920	0	175	175	0.3	11.9	26	4	0	45	3	{"sentry_beacon":6,"palisade":28,"sluice":3,"turret":4,"lantern_post":7}	0	0
212	521	17	56	920	0	175	175	0.3	11.9	26	4	0	45	3	{"sentry_beacon":6,"palisade":28,"sluice":3,"turret":4,"lantern_post":7}	0	0
213	521.4	17	56	920	0	175	175	0.3	11.9	27	4	0	45	3	{"sentry_beacon":6,"palisade":28,"sluice":3,"turret":4,"lantern_post":7}	0	0
214	521.4	17	56	920	0	175	175	0.3	11.9	27	4	0	45	3	{"sentry_beacon":6,"palisade":28,"sluice":3,"turret":4,"lantern_post":7}	0	0
215	521.8	17	56	920	0	175	175	0.3	11.9	25	4	0	45	3	{"sentry_beacon":6,"palisade":28,"sluice":3,"turret":4,"lantern_post":7}	0	0
216	521.9	17	56	920	0	175	175	0.3	11.9	25	4	0	45	3	{"sentry_beacon":6,"palisade":28,"sluice":3,"turret":4,"lantern_post":7}	0	0
217	522.3	17	56	920	0	175	175	0.3	11.9	25	4	0	45	3	{"sentry_beacon":6,"palisade":28,"sluice":3,"turret":4,"lantern_post":7}	0	0
218	522.3	17	56	920	0	175	175	0.3	11.9	25	4	0	45	3	{"sentry_beacon":6,"palisade":28,"sluice":3,"turret":4,"lantern_post":7}	0	0
219	522.7	17	55	920	0	175	175	0.3	11.9	25	4	0	45	3	{"sentry_beacon":6,"palisade":28,"sluice":3,"turret":4,"lantern_post":7}	0	0
220	522.8	17	55	920	0	175	175	0.3	11.9	25	4	0	45	3	{"sentry_beacon":6,"palisade":28,"sluice":3,"turret":4,"lantern_post":7}	0	0
221	523.2	17	54	920	0	175	175	0.3	11.9	23	3	0	45	3	{"sentry_beacon":6,"palisade":28,"sluice":3,"turret":4,"lantern_post":7}	0	0
222	523.2	17	54	920	0	175	175	0.3	11.9	23	3	0	45	3	{"sentry_beacon":6,"palisade":28,"sluice":3,"turret":4,"lantern_post":7}	0	0
223	523.7	17	53	920	0	175	175	0.3	11.9	24	3	0	45	3	{"sentry_beacon":6,"palisade":28,"sluice":3,"turret":4,"lantern_post":7}	0	0
224	524.1	17	52	920	0	175	175	0.3	11.9	23	3	0	45	3	{"sentry_beacon":6,"palisade":28,"sluice":3,"turret":4,"lantern_post":7}	0	0
225	524.1	17	52	920	0	175	175	0.3	11.9	23	3	0	45	3	{"sentry_beacon":6,"palisade":28,"sluice":3,"turret":4,"lantern_post":7}	0	0
226	524.6	17	51	920	0	175	175	0.3	11.9	22	3	0	45	3	{"sentry_beacon":6,"palisade":28,"sluice":3,"turret":4,"lantern_post":7}	0	0
227	525	17	54	920	0	175	175	0.3	11.9	21	3	0	45	3	{"sentry_beacon":6,"palisade":28,"sluice":3,"turret":4,"lantern_post":7}	0	0
228	525	17	54	920	0	175	175	0.3	11.9	21	3	0	45	3	{"sentry_beacon":6,"palisade":28,"sluice":3,"turret":4,"lantern_post":7}	0	0
229	525.5	17	53	920	0	175	175	0.3	11.9	19	3	0	45	3	{"sentry_beacon":6,"palisade":28,"sluice":3,"turret":4,"lantern_post":7}	0	0
230	525.9	17	53	920	0	175	175	0.3	11.9	18	3	0	45	3	{"sentry_beacon":6,"palisade":28,"sluice":3,"turret":4,"lantern_post":7}	0	0
231	525.9	17	53	920	0	175	175	0.3	11.9	18	3	0	45	3	{"sentry_beacon":6,"palisade":28,"sluice":3,"turret":4,"lantern_post":7}	0	0
232	526.4	17	52	920	0	175	175	0.3	11.9	17	3	0	45	3	{"sentry_beacon":6,"palisade":28,"sluice":3,"turret":4,"lantern_post":7}	0	0
233	526.8	17	52	920	0	175	175	0.3	11.9	17	3	0	45	3	{"sentry_beacon":6,"palisade":28,"sluice":3,"turret":4,"lantern_post":7}	0	0
234	526.8	17	52	920	0	175	175	0.3	11.9	18	3	0	45	3	{"sentry_beacon":6,"palisade":28,"sluice":3,"turret":4,"lantern_post":7}	0	0
235	527.3	17	51	920	0	175	175	0.3	11.9	18	3	0	45	3	{"sentry_beacon":6,"palisade":28,"sluice":3,"turret":4,"lantern_post":7}	0	0
236	527.7	17	51	920	0	175	175	0.3	11.9	18	3	0	45	3	{"sentry_beacon":6,"palisade":28,"sluice":3,"turret":4,"lantern_post":7}	0	0
237	527.7	17	51	920	0	175	175	0.3	11.9	18	3	0	45	3	{"sentry_beacon":6,"palisade":28,"sluice":3,"turret":4,"lantern_post":7}	0	0
238	528.2	17	50	920	0	175	175	0.3	11.9	18	3	0	45	3	{"sentry_beacon":6,"palisade":28,"sluice":3,"turret":4,"lantern_post":7}	0	0
239	528.6	17	50	920	0	175	175	0.3	11.9	18	2	0	45	3	{"sentry_beacon":6,"palisade":28,"sluice":3,"turret":4,"lantern_post":7}	0	0
240	528.6	17	50	920	0	175	175	0.3	11.9	18	2	0	45	3	{"sentry_beacon":6,"palisade":28,"sluice":3,"turret":4,"lantern_post":7}	0	0
241	529.5	17	49	920	0	175	175	0.3	11.9	18	2	0	45	3	{"sentry_beacon":6,"palisade":28,"sluice":3,"turret":4,"lantern_post":7}	0	0
242	529.5	17	49	920	0	175	175	0.3	11.9	18	2	0	45	3	{"sentry_beacon":6,"palisade":28,"sluice":3,"turret":4,"lantern_post":7}	0	0
243	530.4	17	51	920	0	175	175	0.3	11.9	18	2	0	45	3	{"sentry_beacon":6,"palisade":28,"sluice":3,"turret":4,"lantern_post":7}	0	0
244	530.4	17	51	920	0	175	175	0.3	11.9	18	2	0	45	3	{"sentry_beacon":6,"palisade":28,"sluice":3,"turret":4,"lantern_post":7}	0	0
245	531.3	17	50	920	0	175	175	0.3	11.9	18	2	0	45	3	{"sentry_beacon":6,"palisade":28,"sluice":3,"turret":4,"lantern_post":7}	0	0
246	531.3	17	50	920	0	175	175	0.3	11.9	18	2	0	45	3	{"sentry_beacon":6,"palisade":28,"sluice":3,"turret":4,"lantern_post":7}	0	0
247	532.2	17	49	920	0	175	175	0.3	11.9	17	2	0	45	3	{"sentry_beacon":6,"palisade":28,"sluice":3,"turret":4,"lantern_post":7}	0	0
248	532.2	17	49	920	0	175	175	0.3	11.9	16	2	0	45	3	{"sentry_beacon":6,"palisade":28,"sluice":3,"turret":4,"lantern_post":7}	0	0
249	533.1	17	51	920	0	175	175	0.3	11.9	17	2	0	45	3	{"sentry_beacon":6,"palisade":28,"sluice":3,"turret":4,"lantern_post":7}	0	0
250	533.1	17	51	920	0	175	175	0.3	11.9	17	2	0	45	3	{"sentry_beacon":6,"palisade":28,"sluice":3,"turret":4,"lantern_post":7}	0	0
251	534	17	50	920	0	175	175	0.3	11.9	16	2	0	45	3	{"sentry_beacon":6,"palisade":28,"sluice":3,"turret":4,"lantern_post":7}	0	0
252	534	17	50	920	0	175	175	0.3	11.9	17	2	0	45	3	{"sentry_beacon":6,"palisade":28,"sluice":3,"turret":4,"lantern_post":7}	0	0
253	534.9	17	52	920	0	175	175	0.3	11.9	16	2	0	45	3	{"sentry_beacon":6,"palisade":28,"sluice":3,"turret":4,"lantern_post":7}	0	0
254	534.9	17	52	920	0	175	175	0.3	11.9	16	2	0	45	3	{"sentry_beacon":6,"palisade":28,"sluice":3,"turret":4,"lantern_post":7}	0	0
255	535.8	17	51	920	0	175	175	0.3	11.9	16	2	0	45	3	{"sentry_beacon":6,"palisade":28,"sluice":3,"turret":4,"lantern_post":7}	0	0
256	535.8	17	51	920	0	175	175	0.3	11.9	16	2	0	45	3	{"sentry_beacon":6,"palisade":28,"sluice":3,"turret":4,"lantern_post":7}	0	0
257	536.7	17	50	920	0	175	175	0.3	11.9	15	1	0	45	3	{"sentry_beacon":6,"palisade":28,"sluice":3,"turret":4,"lantern_post":7}	0	0
258	537.6	17	52	920	0	175	175	0.3	11.9	15	1	0	45	3	{"sentry_beacon":6,"palisade":28,"sluice":3,"turret":4,"lantern_post":7}	0	0
259	538.5	17	51	920	0	175	175	0.3	11.9	15	1	0	45	3	{"sentry_beacon":6,"palisade":28,"sluice":3,"turret":4,"lantern_post":7}	0	0
260	539.4	17	50	920	0	175	175	0.3	11.9	15	1	0	45	3	{"sentry_beacon":6,"palisade":28,"sluice":3,"turret":4,"lantern_post":7}	0	0
261	540	18	52	920	0	175	175	0.3	11.9	35	1	0	45	3	{"sentry_beacon":6,"palisade":28,"sluice":3,"turret":4,"lantern_post":7}	0	0
262	540.3	18	51	920	0	175	175	0.3	11.9	35	1	0	45	3	{"sentry_beacon":6,"palisade":28,"sluice":3,"turret":4,"lantern_post":7}	0	0
263	541.2	18	49	920	0	175	175	0.3	11.9	33	1	0	45	3	{"sentry_beacon":6,"palisade":28,"sluice":3,"turret":4,"lantern_post":7}	0	0
264	541.6	18	48	920	0	175	175	0.3	11.9	32	0	0	45	3	{"sentry_beacon":6,"palisade":28,"sluice":3,"turret":4,"lantern_post":7}	3	0
265	550.7	18	45	920	0	175	175	0.3	11.9	28	4	0	46	3	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
266	550.9	18	45	920	0	175	175	0.3	11.9	28	4	0	46	3	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
267	551.1	18	45	920	0	175	175	0.3	11.9	27	4	0	46	3	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
268	551.6	18	45	920	0	175	175	0.3	11.9	27	4	0	46	3	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
269	551.8	18	45	920	0	175	175	0.3	11.9	27	4	0	46	3	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
270	552	18	45	920	0	175	175	0.3	11.9	27	4	0	46	3	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
271	552	18	45	920	0	175	175	0.3	11.9	28	4	0	46	3	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
272	552.5	18	45	920	0	175	175	0.3	11.9	27	4	0	46	3	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
273	552.7	18	45	920	0	175	175	0.3	11.9	26	4	0	46	3	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
274	552.9	18	45	920	0	175	175	0.3	11.9	27	4	0	46	3	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
275	552.9	18	45	920	0	175	175	0.3	11.9	27	4	0	46	3	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
276	553.4	18	44	920	0	175	175	0.3	11.9	26	4	0	46	3	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
277	553.6	18	44	920	0	175	175	0.3	11.9	27	4	0	46	3	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
278	553.8	18	43	920	0	175	175	0.3	11.9	25	4	0	46	3	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
279	553.8	18	43	920	0	175	175	0.3	11.9	25	4	0	46	3	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
280	554.3	18	42	920	0	175	175	0.3	11.9	24	4	0	46	3	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
281	554.5	18	42	920	0	175	175	0.3	11.9	24	4	0	46	3	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
282	554.7	18	42	920	0	175	175	0.3	11.9	24	4	0	46	3	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
283	554.7	18	42	920	0	175	175	0.3	11.9	24	4	0	46	3	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
284	555.2	18	41	920	0	175	175	0.3	11.9	21	4	0	46	3	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
285	555.4	18	41	920	0	175	175	0.3	11.9	21	4	0	46	3	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
286	555.6	18	41	920	0	175	175	0.3	11.9	21	4	0	46	3	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
287	555.6	18	41	920	0	175	175	0.3	11.9	21	4	0	46	3	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
288	556.1	18	40	920	0	175	175	0.3	11.9	22	4	0	46	3	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
289	556.3	18	40	920	0	175	175	0.3	11.9	21	4	0	46	3	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
290	556.5	18	40	920	0	175	175	0.3	11.9	21	4	0	46	3	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
291	556.5	18	40	920	0	175	175	0.3	11.9	21	4	0	46	3	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
292	557	18	39	920	0	175	175	0.3	11.9	20	4	0	46	3	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
293	557.2	18	39	920	0	175	175	0.3	11.9	20	4	0	46	3	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
294	557.4	18	39	920	0	175	175	0.3	11.9	20	4	0	46	3	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
295	557.4	18	39	920	0	175	175	0.3	11.9	20	4	0	46	3	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
296	557.9	18	38	920	0	175	175	0.3	11.9	18	3	0	46	3	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
297	558.3	18	38	920	0	175	175	0.3	11.9	17	3	0	46	3	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
298	558.3	18	38	920	0	175	175	0.3	11.9	17	3	0	46	3	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
299	558.8	18	38	920	0	175	175	0.3	11.9	17	2	0	46	3	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
300	559.2	18	37	920	0	175	175	0.3	11.9	17	2	0	46	3	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
301	559.7	18	37	920	0	175	175	0.3	11.9	16	2	0	46	3	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
302	560.1	18	37	920	0	175	175	0.3	11.9	16	2	0	46	3	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
303	560.6	18	37	920	0	175	175	0.3	11.9	15	2	0	46	3	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
304	561	18	37	920	0	175	175	0.3	11.9	15	2	0	46	3	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
305	561.5	18	37	920	0	175	175	0.3	11.9	14	2	0	46	3	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
306	561.9	18	37	920	0	175	175	0.3	11.9	15	2	0	46	3	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
307	562.4	18	37	920	0	175	175	0.3	11.9	16	2	0	46	3	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
308	562.8	18	37	920	0	175	175	0.3	11.9	16	2	0	46	3	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
309	563.3	18	40	920	0	175	175	0.3	11.9	16	2	0	46	3	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
310	563.7	18	40	920	0	175	175	0.3	11.9	15	2	0	46	3	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
311	564	18	40	920	0	175	175	0.3	11.9	15	1	0	46	3	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	3	0
312	564.2	18	37	920	0	175	175	0.3	11.9	14	1	0	46	3	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
313	565.1	18	27	920	0	175	175	0.3	11.9	14	1	0	47	2	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
314	566	18	27	920	0	175	175	0.3	11.9	13	1	0	47	2	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
315	566.1	18	24	920	0	175	175	0.3	11.9	13	1	0	47	2	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
316	566.9	18	24	920	0	175	175	0.3	11.9	13	1	0	47	2	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
317	567.8	18	23	920	0	175	175	0.3	11.9	13	1	0	47	2	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
318	568.7	18	28	920	0	175	175	0.3	11.9	13	1	0	47	2	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
319	569.6	18	30	920	0	175	175	0.3	11.9	13	1	0	47	2	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
320	570	19	29	920	0	175	175	0.3	11.9	33	1	0	47	2	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
321	570.5	19	29	920	0	175	175	0.3	11.9	33	1	0	47	2	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
322	571.4	19	28	920	0	175	175	0.3	11.9	32	1	0	47	2	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
323	572.3	19	27	920	0	175	175	0.3	11.9	31	1	0	47	2	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
324	573.2	19	32	920	0	175	175	0.3	11.9	31	1	0	47	2	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
325	574.1	19	34	920	0	175	175	0.3	11.9	30	1	0	47	2	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
326	575	19	33	920	0	175	175	0.3	11.9	26	1	0	47	2	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
327	575.9	19	32	920	0	175	175	0.3	11.9	24	1	0	47	2	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
328	576.8	19	31	920	0	175	175	0.3	11.9	19	1	0	47	2	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
329	577.7	19	30	920	0	175	175	0.3	11.9	17	1	0	47	2	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
330	578.6	19	35	920	0	175	175	0.3	11.9	28	5	0	47	2	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
331	579.5	19	37	920	0	175	175	0.3	11.9	27	5	0	47	2	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
332	579.6	19	37	920	0	175	175	0.3	11.9	28	5	0	47	2	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
333	579.6	19	37	920	0	175	175	0.3	11.9	28	5	0	47	2	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
334	580.4	19	36	920	0	175	175	0.3	11.9	26	5	0	47	2	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
335	580.5	19	36	920	0	175	175	0.3	11.9	26	5	0	47	2	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
336	580.5	19	36	920	0	175	175	0.3	11.9	26	5	0	47	2	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
337	580.9	19	36	920	0	175	175	0.3	11.9	26	5	0	47	2	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
338	581	19	36	920	0	175	175	0.3	11.9	26	5	0	47	2	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
339	581.3	19	36	920	0	175	175	0.3	11.9	27	5	0	47	2	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
340	581.4	19	36	920	0	175	175	0.3	11.9	27	5	0	47	2	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
341	581.4	19	36	920	0	175	175	0.3	11.9	27	5	0	47	2	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
342	581.8	19	36	920	0	175	175	0.3	11.9	27	5	0	47	2	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
343	581.9	19	36	920	0	175	175	0.3	11.9	27	5	0	47	2	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
344	582.2	19	35	920	0	175	175	0.3	11.9	27	5	0	47	2	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
345	582.3	19	34	920	0	175	175	0.3	11.9	27	5	0	47	2	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
346	582.3	19	34	920	0	175	175	0.3	11.9	27	5	0	47	2	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
347	582.7	19	34	920	0	175	175	0.3	11.9	27	5	0	47	2	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
348	582.8	19	34	920	0	175	175	0.3	11.9	28	5	0	47	2	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
349	583.1	19	37	920	0	175	175	0.3	11.9	28	5	0	47	2	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
350	583.2	19	37	920	0	175	175	0.3	11.9	27	4	0	47	2	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
351	583.2	19	37	920	0	175	175	0.3	11.9	27	4	0	47	2	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
352	583.7	19	37	920	0	175	175	0.3	11.9	27	4	0	47	2	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
353	584	19	39	920	0	175	175	0.3	11.9	25	4	0	47	2	{"sentry_beacon":6,"palisade":29,"sluice":3,"turret":4,"lantern_post":7}	0	0
