(node:24684) ExperimentalWarning: localStorage is not available because --localstorage-file was not provided.
(Use `node --trace-warnings ...` to show where the warning was created)
{"wave":0,"hp":100,"maxHp":100,"level":1,"gold":0,"threats":0,"worksHp":0,"works":{"lantern_post":7},"needsRider":false,"failures":[]}
{"wave":1,"hp":80.80000000000007,"maxHp":100,"level":2,"gold":60,"threats":8,"worksHp":0,"works":{"lantern_post":7},"needsRider":false,"failures":[]}
{"wave":2,"hp":79.20000000000007,"maxHp":100,"level":2,"gold":40,"threats":8,"worksHp":50,"works":{"turret":1,"lantern_post":7},"needsRider":false,"failures":[]}
{"wave":3,"hp":79.20000000000007,"maxHp":100,"level":2,"gold":70,"threats":8,"worksHp":50,"works":{"turret":1,"lantern_post":7},"needsRider":false,"failures":[]}
{"wave":4,"hp":79.20000000000007,"maxHp":100,"level":2,"gold":30,"threats":11,"worksHp":100,"works":{"turret":2,"lantern_post":7},"needsRider":false,"failures":[]}
{"wave":5,"hp":79.20000000000007,"maxHp":100,"level":5,"gold":90,"threats":12,"worksHp":100,"works":{"turret":2,"lantern_post":7},"needsRider":false,"failures":[]}
{"wave":6,"hp":79.20000000000007,"maxHp":100,"level":8,"gold":55,"threats":12,"worksHp":150,"works":{"turret":3,"lantern_post":7},"needsRider":false,"failures":[]}
{"wave":7,"hp":79.20000000000007,"maxHp":100,"level":9,"gold":115,"threats":17,"worksHp":150,"works":{"turret":3,"lantern_post":7},"needsRider":false,"failures":[]}
{"wave":8,"hp":79.20000000000007,"maxHp":100,"level":11,"gold":50,"threats":16,"worksHp":216,"works":{"turret":4,"lantern_post":7},"needsRider":false,"failures":[]}
{"wave":9,"hp":104.20000000000007,"maxHp":125,"level":13,"gold":50,"threats":23,"worksHp":332,"works":{"sentry_beacon":2,"turret":4,"lantern_post":7},"needsRider":false,"failures":[]}
{"wave":10,"hp":129.20000000000007,"maxHp":150,"level":15,"gold":65,"threats":25,"worksHp":396,"works":{"sentry_beacon":3,"turret":4,"lantern_post":7},"needsRider":false,"failures":[]}
{"wave":11,"hp":129.20000000000007,"maxHp":150,"level":16,"gold":40,"threats":28,"worksHp":466,"works":{"sentry_beacon":4,"turret":4,"lantern_post":7},"needsRider":false,"failures":[]}
{"wave":12,"hp":154.20000000000007,"maxHp":175,"level":18,"gold":100,"threats":26,"worksHp":466,"works":{"sentry_beacon":4,"turret":4,"lantern_post":7},"needsRider":false,"failures":[]}
{"wave":13,"hp":154.20000000000007,"maxHp":175,"level":20,"gold":85,"threats":29,"worksHp":548,"works":{"sentry_beacon":5,"turret":4,"lantern_post":7},"needsRider":false,"failures":[]}
build refused sentry_beacon:2.7:14.5:0: FAILED (out_of_zone): BUILD action was rejected.
{"wave":13,"hp":146.20000000000007,"maxHp":175,"level":21,"gold":125,"threats":20,"worksHp":548,"works":{"sentry_beacon":5,"turret":4,"lantern_post":7},"needsRider":true,"failures":["FAILED (out_of_zone): BUILD action was rejected."]}
{"wave":21,"hp":151,"maxHp":175,"level":31,"gold":115,"threats":16,"worksHp":1776,"works":{"sentry_beacon":5,"palisade":14,"turret":4,"lantern_post":7},"needsRider":true,"failures":[]}
{"wave":21,"hp":151,"maxHp":175,"level":31,"gold":115,"threats":16,"worksHp":1768,"works":{"sentry_beacon":5,"palisade":14,"turret":4,"lantern_post":7},"needsRider":true,"failures":[]}
{"wave":21,"hp":151,"maxHp":175,"level":31,"gold":115,"threats":14,"worksHp":1760,"works":{"sentry_beacon":5,"palisade":14,"turret":4,"lantern_post":7},"needsRider":true,"failures":[]}
{"wave":21,"hp":151,"maxHp":175,"level":31,"gold":115,"threats":14,"worksHp":1752,"works":{"sentry_beacon":5,"palisade":14,"turret":4,"lantern_post":7},"needsRider":true,"failures":[]}
{"wave":21,"hp":151,"maxHp":175,"level":31,"gold":115,"threats":15,"worksHp":1744,"works":{"sentry_beacon":5,"palisade":14,"turret":4,"lantern_post":7},"needsRider":true,"failures":[]}
{"wave":21,"hp":151,"maxHp":175,"level":31,"gold":115,"threats":15,"worksHp":1740,"works":{"sentry_beacon":5,"palisade":14,"turret":4,"lantern_post":7},"needsRider":true,"failures":[]}
{"wave":21,"hp":151,"maxHp":175,"level":31,"gold":115,"threats":17,"worksHp":1732,"works":{"sentry_beacon":5,"palisade":14,"turret":4,"lantern_post":7},"needsRider":true,"failures":[]}
{"wave":21,"hp":151,"maxHp":175,"level":31,"gold":115,"threats":16,"worksHp":1724,"works":{"sentry_beacon":5,"palisade":14,"turret":4,"lantern_post":7},"needsRider":true,"failures":[]}
{"wave":21,"hp":151,"maxHp":175,"level":31,"gold":115,"threats":15,"worksHp":1716,"works":{"sentry_beacon":5,"palisade":14,"turret":4,"lantern_post":7},"needsRider":true,"failures":[]}
{"wave":21,"hp":151,"maxHp":175,"level":31,"gold":115,"threats":16,"worksHp":1708,"works":{"sentry_beacon":5,"palisade":14,"turret":4,"lantern_post":7},"needsRider":true,"failures":[]}
{"wave":21,"hp":151,"maxHp":175,"level":31,"gold":115,"threats":17,"worksHp":1700,"works":{"sentry_beacon":5,"palisade":14,"turret":4,"lantern_post":7},"needsRider":true,"failures":[]}
{"wave":21,"hp":151,"maxHp":175,"level":31,"gold":115,"threats":17,"worksHp":1692,"works":{"sentry_beacon":5,"palisade":14,"turret":4,"lantern_post":7},"needsRider":true,"failures":[]}
{"wave":21,"hp":151,"maxHp":175,"level":31,"gold":115,"threats":15,"worksHp":1684,"works":{"sentry_beacon":5,"palisade":14,"turret":4,"lantern_post":7},"needsRider":true,"failures":[]}
{"wave":21,"hp":151,"maxHp":175,"level":31,"gold":115,"threats":16,"worksHp":1676,"works":{"sentry_beacon":5,"palisade":14,"turret":4,"lantern_post":7},"needsRider":true,"failures":[]}
{"wave":21,"hp":151,"maxHp":175,"level":31,"gold":115,"threats":15,"worksHp":1668,"works":{"sentry_beacon":5,"palisade":14,"turret":4,"lantern_post":7},"needsRider":true,"failures":[]}
{"wave":21,"hp":151,"maxHp":175,"level":31,"gold":115,"threats":15,"worksHp":1660,"works":{"sentry_beacon":5,"palisade":14,"turret":4,"lantern_post":7},"needsRider":true,"failures":[]}
{"wave":21,"hp":151,"maxHp":175,"level":31,"gold":115,"threats":14,"worksHp":1652,"works":{"sentry_beacon":5,"palisade":14,"turret":4,"lantern_post":7},"needsRider":true,"failures":[]}
{"wave":21,"hp":151,"maxHp":175,"level":31,"gold":115,"threats":14,"worksHp":1644,"works":{"sentry_beacon":5,"palisade":14,"turret":4,"lantern_post":7},"needsRider":true,"failures":[]}
{"wave":22,"hp":151,"maxHp":175,"level":31,"gold":115,"threats":33,"worksHp":1644,"works":{"sentry_beacon":5,"palisade":14,"turret":4,"lantern_post":7},"needsRider":true,"failures":[]}
{"wave":22,"hp":151,"maxHp":175,"level":31,"gold":115,"threats":28,"worksHp":1636,"works":{"sentry_beacon":5,"palisade":14,"turret":4,"lantern_post":7},"needsRider":true,"failures":[]}
{"wave":22,"hp":151,"maxHp":175,"level":31,"gold":115,"threats":28,"worksHp":1628,"works":{"sentry_beacon":5,"palisade":14,"turret":4,"lantern_post":7},"needsRider":true,"failures":[]}
{"wave":22,"hp":151,"maxHp":175,"level":31,"gold":115,"threats":27,"worksHp":1620,"works":{"sentry_beacon":5,"palisade":14,"turret":4,"lantern_post":7},"needsRider":true,"failures":[]}
{"wave":22,"hp":151,"maxHp":175,"level":31,"gold":115,"threats":27,"worksHp":1612,"works":{"sentry_beacon":5,"palisade":14,"turret":4,"lantern_post":7},"needsRider":true,"failures":[]}
{"wave":22,"hp":151,"maxHp":175,"level":31,"gold":115,"threats":26,"worksHp":1596,"works":{"sentry_beacon":5,"palisade":14,"turret":4,"lantern_post":7},"needsRider":true,"failures":[]}
{"wave":22,"hp":151,"maxHp":175,"level":31,"gold":115,"threats":27,"worksHp":1588,"works":{"sentry_beacon":5,"palisade":14,"turret":4,"lantern_post":7},"needsRider":true,"failures":[]}
{"wave":22,"hp":151,"maxHp":175,"level":31,"gold":115,"threats":27,"worksHp":1572,"works":{"sentry_beacon":5,"palisade":14,"turret":4,"lantern_post":7},"needsRider":true,"failures":[]}
{"wave":22,"hp":143,"maxHp":175,"level":31,"gold":115,"threats":27,"worksHp":1564,"works":{"sentry_beacon":5,"palisade":14,"turret":4,"lantern_post":7},"needsRider":true,"failures":[]}
{"wave":22,"hp":143,"maxHp":175,"level":31,"gold":115,"threats":27,"worksHp":1556,"works":{"sentry_beacon":5,"palisade":14,"turret":4,"lantern_post":7},"needsRider":true,"failures":[]}
{"wave":22,"hp":143,"maxHp":175,"level":31,"gold":115,"threats":24,"worksHp":1548,"works":{"sentry_beacon":5,"palisade":14,"turret":4,"lantern_post":7},"needsRider":true,"failures":[]}
{"wave":22,"hp":143,"maxHp":175,"level":31,"gold":115,"threats":24,"worksHp":1540,"works":{"sentry_beacon":5,"palisade":14,"turret":4,"lantern_post":7},"needsRider":true,"failures":[]}
{"wave":22,"hp":135,"maxHp":175,"level":32,"gold":115,"threats":23,"worksHp":1540,"works":{"sentry_beacon":5,"palisade":14,"turret":4,"lantern_post":7},"offer":["wide_ring","spring_heels","sharpen"],"needsRider":true,"failures":[]}
{"wave":22,"hp":127,"maxHp":175,"level":32,"gold":115,"threats":24,"worksHp":1536,"works":{"sentry_beacon":5,"palisade":14,"turret":4,"lantern_post":7},"needsRider":true,"failures":[]}
{"wave":22,"hp":127,"maxHp":175,"level":32,"gold":115,"threats":24,"worksHp":1532,"works":{"sentry_beacon":5,"palisade":14,"turret":4,"lantern_post":7},"needsRider":true,"failures":[]}
{"wave":23,"hp":119,"maxHp":175,"level":32,"gold":115,"threats":34,"worksHp":1532,"works":{"sentry_beacon":5,"palisade":14,"turret":4,"lantern_post":7},"needsRider":true,"failures":[]}
{"wave":23,"hp":95,"maxHp":175,"level":32,"gold":115,"threats":25,"worksHp":1524,"works":{"sentry_beacon":5,"palisade":14,"turret":4,"lantern_post":7},"needsRider":true,"failures":[]}
{"wave":23,"hp":95,"maxHp":175,"level":32,"gold":115,"threats":25,"worksHp":1516,"works":{"sentry_beacon":5,"palisade":14,"turret":4,"lantern_post":7},"needsRider":true,"failures":[]}
{"wave":23,"hp":95,"maxHp":175,"level":32,"gold":115,"threats":26,"worksHp":1508,"works":{"sentry_beacon":5,"palisade":14,"turret":4,"lantern_post":7},"needsRider":true,"failures":[]}
{"wave":23,"hp":95,"maxHp":175,"level":32,"gold":115,"threats":26,"worksHp":1500,"works":{"sentry_beacon":5,"palisade":14,"turret":4,"lantern_post":7},"needsRider":true,"failures":[]}
{"wave":23,"hp":95,"maxHp":175,"level":32,"gold":115,"threats":25,"worksHp":1492,"works":{"sentry_beacon":5,"palisade":14,"turret":4,"lantern_post":7},"needsRider":true,"failures":[]}
{"wave":23,"hp":95,"maxHp":175,"level":32,"gold":115,"threats":25,"worksHp":1484,"works":{"sentry_beacon":5,"palisade":14,"turret":4,"lantern_post":7},"needsRider":true,"failures":[]}
{"wave":23,"hp":95,"maxHp":175,"level":32,"gold":115,"threats":23,"worksHp":1476,"works":{"sentry_beacon":5,"palisade":14,"turret":4,"lantern_post":7},"needsRider":true,"failures":[]}
{"wave":23,"hp":95,"maxHp":175,"level":32,"gold":115,"threats":23,"worksHp":1468,"works":{"sentry_beacon":5,"palisade":14,"turret":4,"lantern_post":7},"needsRider":true,"failures":[]}
{"wave":23,"hp":95,"maxHp":175,"level":32,"gold":115,"threats":23,"worksHp":1460,"works":{"sentry_beacon":5,"palisade":14,"turret":4,"lantern_post":7},"needsRider":true,"failures":[]}
{"wave":23,"hp":95,"maxHp":175,"level":33,"gold":115,"threats":23,"worksHp":1460,"works":{"sentry_beacon":5,"palisade":14,"turret":4,"lantern_post":7},"offer":["wide_ring","spring_heels","sharpen"],"needsRider":true,"failures":[]}
{"wave":23,"hp":95,"maxHp":175,"level":33,"gold":115,"threats":21,"worksHp":1452,"works":{"sentry_beacon":5,"palisade":14,"turret":4,"lantern_post":7},"needsRider":true,"failures":[]}
{"wave":23,"hp":95,"maxHp":175,"level":33,"gold":115,"threats":21,"worksHp":1448,"works":{"sentry_beacon":5,"palisade":14,"turret":4,"lantern_post":7},"needsRider":true,"failures":[]}
{"wave":23,"hp":95,"maxHp":175,"level":33,"gold":115,"threats":21,"worksHp":1440,"works":{"sentry_beacon":5,"palisade":14,"turret":4,"lantern_post":7},"needsRider":true,"failures":[]}
{"wave":23,"hp":95,"maxHp":175,"level":33,"gold":115,"threats":21,"worksHp":1432,"works":{"sentry_beacon":5,"palisade":14,"turret":4,"lantern_post":7},"needsRider":true,"failures":[]}
{"wave":23,"hp":95,"maxHp":175,"level":33,"gold":115,"threats":22,"worksHp":1424,"works":{"sentry_beacon":5,"palisade":14,"turret":4,"lantern_post":7},"needsRider":true,"failures":[]}
{"wave":23,"hp":95,"maxHp":175,"level":33,"gold":115,"threats":22,"worksHp":1416,"works":{"sentry_beacon":5,"palisade":14,"turret":4,"lantern_post":7},"needsRider":true,"failures":[]}
{"wave":23,"hp":95,"maxHp":175,"level":33,"gold":115,"threats":23,"worksHp":1408,"works":{"sentry_beacon":5,"palisade":14,"turret":4,"lantern_post":7},"needsRider":true,"failures":[]}
{"wave":23,"hp":95,"maxHp":175,"level":33,"gold":115,"threats":23,"worksHp":1400,"works":{"sentry_beacon":5,"palisade":14,"turret":4,"lantern_post":7},"needsRider":true,"failures":[]}
{"wave":23,"hp":95,"maxHp":175,"level":33,"gold":115,"threats":22,"worksHp":1392,"works":{"sentry_beacon":5,"palisade":14,"turret":4,"lantern_post":7},"needsRider":true,"failures":[]}
{"wave":23,"hp":95,"maxHp":175,"level":33,"gold":115,"threats":22,"worksHp":1384,"works":{"sentry_beacon":5,"palisade":14,"turret":4,"lantern_post":7},"needsRider":true,"failures":[]}
{"wave":23,"hp":87,"maxHp":175,"level":33,"gold":115,"threats":20,"worksHp":1376,"works":{"sentry_beacon":5,"palisade":14,"turret":4,"lantern_post":7},"needsRider":true,"failures":[]}
{"wave":24,"hp":87,"maxHp":175,"level":33,"gold":115,"threats":36,"worksHp":1376,"works":{"sentry_beacon":5,"palisade":14,"turret":4,"lantern_post":7},"needsRider":true,"failures":[]}
{"wave":24,"hp":55,"maxHp":175,"level":33,"gold":115,"threats":23,"worksHp":1360,"works":{"sentry_beacon":5,"palisade":14,"turret":4,"lantern_post":7},"needsRider":true,"failures":[]}
{"wave":24,"hp":55,"maxHp":175,"level":33,"gold":115,"threats":23,"worksHp":1352,"works":{"sentry_beacon":5,"palisade":14,"turret":4,"lantern_post":7},"needsRider":true,"failures":[]}
{"wave":24,"hp":55,"maxHp":175,"level":33,"gold":115,"threats":23,"worksHp":1344,"works":{"sentry_beacon":5,"palisade":14,"turret":4,"lantern_post":7},"needsRider":true,"failures":[]}
{"wave":24,"hp":55,"maxHp":175,"level":33,"gold":115,"threats":24,"worksHp":1328,"works":{"sentry_beacon":5,"palisade":14,"turret":4,"lantern_post":7},"needsRider":true,"failures":[]}
{"wave":24,"hp":55,"maxHp":175,"level":33,"gold":115,"threats":23,"worksHp":1320,"works":{"sentry_beacon":5,"palisade":14,"turret":4,"lantern_post":7},"needsRider":true,"failures":[]}
{"wave":24,"hp":55,"maxHp":175,"level":33,"gold":115,"threats":23,"worksHp":1312,"works":{"sentry_beacon":5,"palisade":14,"turret":4,"lantern_post":7},"needsRider":true,"failures":[]}
{"wave":24,"hp":55,"maxHp":175,"level":33,"gold":115,"threats":22,"worksHp":1304,"works":{"sentry_beacon":5,"palisade":14,"turret":4,"lantern_post":7},"needsRider":true,"failures":[]}
{"wave":24,"hp":55,"maxHp":175,"level":33,"gold":115,"threats":22,"worksHp":1296,"works":{"sentry_beacon":5,"palisade":14,"turret":4,"lantern_post":7},"needsRider":true,"failures":[]}
{"wave":24,"hp":55,"maxHp":175,"level":33,"gold":115,"threats":22,"worksHp":1288,"works":{"sentry_beacon":5,"palisade":14,"turret":4,"lantern_post":7},"needsRider":true,"failures":[]}
{"wave":24,"hp":55,"maxHp":175,"level":33,"gold":115,"threats":21,"worksHp":1280,"works":{"sentry_beacon":5,"palisade":14,"turret":4,"lantern_post":7},"needsRider":true,"failures":[]}
{"wave":24,"hp":55,"maxHp":175,"level":33,"gold":115,"threats":21,"worksHp":1272,"works":{"sentry_beacon":5,"palisade":14,"turret":4,"lantern_post":7},"needsRider":true,"failures":[]}
{"wave":24,"hp":55,"maxHp":175,"level":34,"gold":115,"threats":18,"worksHp":1272,"works":{"sentry_beacon":5,"palisade":14,"turret":4,"lantern_post":7},"offer":["spring_heels","wide_ring","sharpen"],"needsRider":true,"failures":[]}
{"wave":24,"hp":55,"maxHp":175,"level":34,"gold":115,"threats":18,"worksHp":1264,"works":{"sentry_beacon":5,"palisade":14,"turret":4,"lantern_post":7},"needsRider":true,"failures":[]}
{"wave":24,"hp":55,"maxHp":175,"level":34,"gold":115,"threats":19,"worksHp":1256,"works":{"sentry_beacon":5,"palisade":14,"turret":4,"lantern_post":7},"needsRider":true,"failures":[]}
{"wave":24,"hp":39,"maxHp":175,"level":34,"gold":115,"threats":19,"worksHp":1248,"works":{"sentry_beacon":5,"palisade":14,"turret":4,"lantern_post":7},"needsRider":true,"failures":[]}
{"wave":24,"hp":39,"maxHp":175,"level":34,"gold":115,"threats":17,"worksHp":1240,"works":{"sentry_beacon":5,"palisade":14,"turret":4,"lantern_post":7},"needsRider":true,"failures":[]}
{"wave":24,"hp":39,"maxHp":175,"level":34,"gold":115,"threats":14,"worksHp":1232,"works":{"sentry_beacon":5,"palisade":14,"turret":4,"lantern_post":7},"needsRider":true,"failures":[]}
{"wave":24,"hp":39,"maxHp":175,"level":34,"gold":115,"threats":14,"worksHp":1224,"works":{"sentry_beacon":5,"palisade":14,"turret":4,"lantern_post":7},"needsRider":true,"failures":[]}
{"wave":24,"hp":39,"maxHp":175,"level":34,"gold":115,"threats":14,"worksHp":1216,"works":{"sentry_beacon":5,"palisade":14,"turret":4,"lantern_post":7},"needsRider":true,"failures":[]}
{"wave":24,"hp":39,"maxHp":175,"level":34,"gold":115,"threats":14,"worksHp":1212,"works":{"sentry_beacon":5,"palisade":14,"turret":4,"lantern_post":7},"needsRider":true,"failures":[]}
{"wave":24,"hp":39,"maxHp":175,"level":34,"gold":115,"threats":15,"worksHp":1204,"works":{"sentry_beacon":5,"palisade":14,"turret":4,"lantern_post":7},"needsRider":true,"failures":[]}
{"wave":24,"hp":39,"maxHp":175,"level":34,"gold":115,"threats":15,"worksHp":1196,"works":{"sentry_beacon":5,"palisade":14,"turret":4,"lantern_post":7},"needsRider":true,"failures":[]}
{"wave":24,"hp":39,"maxHp":175,"level":34,"gold":115,"threats":14,"worksHp":1188,"works":{"sentry_beacon":5,"palisade":14,"turret":4,"lantern_post":7},"needsRider":true,"failures":[]}
{"wave":24,"hp":39,"maxHp":175,"level":34,"gold":115,"threats":15,"worksHp":1180,"works":{"sentry_beacon":5,"palisade":14,"turret":4,"lantern_post":7},"needsRider":true,"failures":[]}
{"wave":24,"hp":39,"maxHp":175,"level":34,"gold":115,"threats":14,"worksHp":1172,"works":{"sentry_beacon":5,"palisade":14,"turret":4,"lantern_post":7},"needsRider":true,"failures":[]}
{"wave":25,"hp":39,"maxHp":175,"level":34,"gold":115,"threats":13,"worksHp":1172,"works":{"sentry_beacon":5,"palisade":14,"turret":4,"lantern_post":7},"needsRider":true,"failures":[]}
{"wave":25,"hp":39,"maxHp":175,"level":34,"gold":115,"threats":13,"worksHp":1172,"works":{"sentry_beacon":5,"palisade":14,"turret":4,"lantern_post":7},"needsRider":true,"failures":[]}
gr-sim speed: 0.32 waves/s
